order_id,order_date,store_id,product_id,product_name,category,quantity,unit_price,region
ORD-01785,2026-05-02,ST-008,SKU-GR-002,Green Tea Box 25pk,Grocery,2,2.49,West
ORD-04818,2026-08-18,ST-004,SKU-ST-002,Gel Pen Pack of 10,Stationery,4,1.49,South
ORD-03284,2026-06-26,ST-003,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,South
ORD-01174,2026-04-10,ST-017,SKU-HM-001,Ceramic Mug Set,Home,1,5.99,East
ORD-03626,2026-07-08,ST-009,SKU-HM-001,Ceramic Mug Set,Home,2,5.99,West
ORD-00930,2026-04-01,ST-003,SKU-HM-005,Storage Basket Set,Home,,6.99,East
ORD-04300,2026-07-31,ST-009,SKU-BE-003,Shampoo 400ml,Beauty,3,3.49,West
ORD-02583,2026-06-01,ST-017,SKU-HM-001,Ceramic Mug Set,Home,4,5.99,Central
ORD-02934,2026-06-13,ST-002,SKU-TY-001,Wooden Puzzle Set,Toys,1,7.99,West
ORD-04348,2026-08-02,ST-006,SKU-EL-002,USB-C Charger 30W,Electronics,3,8.99,Central
ORD-04524,2026-08-08,ST-022,SKU-GR-005,Dark Chocolate Bar,Grocery,1,1.79,Central
ORD-04211,2026-07-27,ST-021,SKU-TY-005,Remote Control Car,Toys,1,16.99,Central
ORD-01249,2026-04-13,ST-021,SKU-EL-004,Power Bank 10000mAh,Electronics,4,12.99,North
ORD-01890,2026-05-06,ST-002,SKU-AP-003,Denim Jacket,Apparel,2,23.99,South
ORD-01435,2026-04-20,ST-008,SKU-TY-001,Wooden Puzzle Set,Toys,1,7.99,South
ORD-02379,2026-05-24,ST-013,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,North
ORD-00903,2026-03-31,ST-017,SKU-BE-003,Shampoo 400ml,Beauty,3,3.49,North
ORD-01377,2026-04-18,ST-022,SKU-EL-001,Wireless Earbuds,Electronics,2,18.49,North
ORD-01763,2026-05-02,ST-001,SKU-BE-005,Lip Balm Pack of 3,Beauty,3,1.49,West
ORD-00384,2026-03-14,ST-018,SKU-HM-004,Non-stick Pan 24cm,Home,1,9.99,Central
ORD-02782,2026-06-08,ST-007,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,North
ORD-04984,2026-08-24,ST-002,SKU-TY-003,Plush Bear Medium,Toys,4,6.49,North
ORD-02738,2026-06-06,ST-018,SKU-TY-001,Wooden Puzzle Set,Toys,2,7.99,North
ORD-00067,2026-03-02,ST-006,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,North
ORD-01817,2026-05-04,ST-020,SKU-ST-001,Notebook A5 Ruled,Stationery,4,1.29,East
ORD-04338,2026-08-01,ST-008,SKU-BE-003,Shampoo 400ml,Beauty,2,3.49,East
ORD-04409,2026-08-04,ST-001,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,East
ORD-00036,2026-03-02,ST-022,SKU-HM-004,Non-stick Pan 24cm,Home,1,9.99,North
ORD-01508,2026-04-23,ST-023,SKU-AP-004,Wool Socks 3-pack,Apparel,1,3.49,East
ORD-02401,2026-05-25,ST-009,SKU-AP-002,Running Shoes,Apparel,3,29.99,West
ORD-01969,2026-05-09,ST-022,SKU-ST-003,Desk Organizer,Stationery,1,5.99,West
ORD-00708,2026-03-25,ST-023,SKU-AP-004,Wool Socks 3-pack,Apparel,5,3.49,Central
ORD-00027,2026-03-01,ST-021,SKU-EL-001,Wireless Earbuds,Electronics,4,18.49,North
ORD-01878,2026-05-06,ST-010,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,Central
ORD-04897,2026-08-21,ST-018,SKU-BE-004,Hand Cream 100ml,Beauty,2,1.99,Central
ORD-00427,2026-03-15,ST-018,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,East
ORD-00779,2026-03-28,ST-020,SKU-HM-004,Non-stick Pan 24cm,Home,2,9.99,North
ORD-03694,2026-07-11,ST-009,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,East
ORD-02212,2026-05-18,ST-005,SKU-TY-001,Wooden Puzzle Set,Toys,3,7.99,South
ORD-04446,2026-08-05,ST-002,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,East
ORD-00575,2026-03-20,ST-022,SKU-HM-005,Storage Basket Set,Home,1,6.99,West
ORD-01641,2026-04-27,ST-012,SKU-BE-002,Sunscreen SPF 50,Beauty,4,5.49,North
ORD-01077,2026-04-06,ST-008,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,Central
ORD-01481,2026-04-22,ST-002,SKU-AP-003,Denim Jacket,Apparel,2,23.99,East
ORD-00054,2026-03-02,ST-008,SKU-HM-004,Non-stick Pan 24cm,Home,1,9.99,South
ORD-02028,2026-05-11,ST-006,SKU-GR-005,,Grocery,3,1.79,North
ORD-03323,2026-06-27,ST-019,SKU-BE-004,Hand Cream 100ml,Beauty,5,1.99,West
ORD-02136,2026-05-15,ST-021,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,5,8.99,North
ORD-04767,2026-08-16,ST-022,SKU-EL-004,Power Bank 10000mAh,Electronics,1,12.99,West
ORD-02298,2026-05-21,ST-005,SKU-HM-003,Cotton Bedsheet Set,Home,3,14.99,Central
ORD-01546,2026-04-24,ST-006,SKU-BE-004,Hand Cream 100ml,Beauty,1,1.99,East
ORD-00956,2026-04-02,ST-011,SKU-AP-005,Rain Jacket,Apparel,4,18.99,East
ORD-00117,2026-03-04,ST-009,SKU-BE-005,Lip Balm Pack of 3,Beauty,3,1.49,North
ORD-04901,2026-08-21,ST-016,SKU-AP-002,Running Shoes,Apparel,5,29.99,South
ORD-04697,2026-08-14,ST-018,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,4,8.99,South
ORD-04769,2026-08-16,ST-022,SKU-EL-003,Bluetooth Speaker,Electronics,1,24.99,South
ORD-02005,2026-05-10,ST-008,SKU-EL-003,Bluetooth Speaker,Electronics,1,24.99,South
ORD-02968,2026-06-15,ST-006,SKU-HM-004,Non-stick Pan 24cm,Home,2,9.99,North
ORD-01326,2026-04-16,ST-023,SKU-AP-001,Cotton T-Shirt,Apparel,1,4.99,North
ORD-01591,2026-04-26,ST-018,SKU-HM-002,LED Desk Lamp,Home,1,11.99,South
ORD-00555,2026-03-20,ST-013,SKU-TY-004,Board Game Family Pack,Toys,2,14.99,West
ORD-01836,2026-05-04,ST-007,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,West
ORD-03469,2026-07-03,ST-015,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,East
ORD-02869,2026-06-11,ST-020,SKU-TY-003,Plush Bear Medium,Toys,5,6.49,East
ORD-02278,2026-05-21,ST-004,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,East
ORD-01267,2026-04-14,ST-008,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,South
ORD-01110,2026-04-08,ST-004,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,3,8.99,North
ORD-03144,2026-06-21,ST-009,SKU-BE-005,Lip Balm Pack of 3,Beauty,4,1.49,Central
ORD-01281,2026-04-14,ST-001,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,Central
ORD-00959,2026-04-02,ST-015,SKU-HM-002,LED Desk Lamp,Home,1,11.99,East
ORD-01652,2026-04-28,ST-018,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,North
ORD-03633,2026-07-08,ST-019,SKU-AP-002,Running Shoes,Apparel,4,29.99,North
ORD-00699,2026-03-25,ST-016,SKU-ST-003,Desk Organizer,Stationery,5,5.99,West
ORD-03459,2026-07-02,ST-022,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,West
ORD-00094,2026-03-03,ST-005,SKU-ST-003,Desk Organizer,Stationery,1,5.99,East
ORD-02873,2026-06-11,ST-019,SKU-AP-002,Running Shoes,Apparel,3,29.99,East
ORD-02166,2026-05-16,ST-016,SKU-TY-002,Building Blocks 100pc,Toys,2,12.99,East
ORD-00095,2026-03-03,ST-020,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,West
ORD-02656,2026-06-04,ST-007,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,South
ORD-00337,2026-03-12,ST-011,SKU-AP-001,Cotton T-Shirt,Apparel,2,4.99,South
ORD-01895,2026-05-06,ST-021,SKU-HM-001,Ceramic Mug Set,Home,3,5.99,Central
ORD-00754,2026-03-27,ST-002,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,North
ORD-01876,2026-05-06,ST-002,SKU-ST-002,Gel Pen Pack of 10,Stationery,2,1.49,East
ORD-04107,2026-07-23,ST-005,SKU-EL-004,Power Bank 10000mAh,Electronics,2,12.99,North
ORD-02183,2026-05-17,ST-004,SKU-BE-004,Hand Cream 100ml,Beauty,1,1.99,South
ORD-02035,2026-05-11,ST-008,SKU-BE-002,Sunscreen SPF 50,Beauty,3,5.49,North
ORD-03187,2026-06-22,ST-015,SKU-EL-003,Bluetooth Speaker,Electronics,5,24.99,North
ORD-05025,2026-08-25,ST-006,SKU-GR-001,Organic Almonds 500g,Grocery,4,6.49,South
ORD-04522,2026-08-08,ST-009,SKU-HM-002,LED Desk Lamp,Home,3,11.99,East
ORD-00368,2026-03-13,ST-022,SKU-TY-004,Board Game Family Pack,Toys,2,14.99,North
ORD-04817,2026-08-18,ST-004,SKU-HM-004,Non-stick Pan 24cm,Home,3,9.99,Central
ORD-00505,2026-03-18,ST-015,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,Central
ORD-01476,2026-04-21,ST-022,SKU-HM-003,Cotton Bedsheet Set,Home,1,14.99,East
ORD-02823,2026-06-10,ST-012,SKU-EL-005,Smartwatch Band,Electronics,1,7.99,North
ORD-02051,2026-05-12,ST-008,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,West
ORD-02085,2026-05-13,ST-002,SKU-HM-002,LED Desk Lamp,Home,1,11.99,North
ORD-00064,2026-03-02,ST-009,SKU-EL-001,Wireless Earbuds,Electronics,2,18.49,South
ORD-00239,2026-03-09,ST-018,SKU-HM-005,Storage Basket Set,Home,4,6.99,Central
ORD-03733,2026-07-12,ST-008,SKU-HM-004,Non-stick Pan 24cm,Home,1,9.99,South
ORD-01016,2026-04-04,ST-009,SKU-EL-004,Power Bank 10000mAh,Electronics,1,12.99,North
ORD-04415,2026-08-04,ST-012,SKU-AP-005,Rain Jacket,Apparel,5,18.99,North
ORD-01939,2026-05-08,ST-021,SKU-EL-003,Bluetooth Speaker,Electronics,4,24.99,West
ORD-01019,2026-04-04,ST-019,SKU-HM-004,Non-stick Pan 24cm,Home,4,9.99,Central
ORD-01423,2026-04-20,ST-019,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,3,2.49,West
ORD-01413,2026-04-19,ST-007,SKU-BE-005,Lip Balm Pack of 3,Beauty,2,1.49,West
ORD-02758,2026/06/07,ST-011,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,South
ORD-00670,2026-03-24,ST-008,SKU-TY-005,Remote Control Car,Toys,4,16.99,North
ORD-00809,2026-03-28,ST-019,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,2,2.49,East
ORD-03649,2026-07-08,ST-009,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,Central
ORD-03180,2026-06-22,ST-021,SKU-GR-002,Green Tea Box 25pk,Grocery,2,2.49,South
ORD-02814,2026-06-09,ST-007,SKU-TY-004,Board Game Family Pack,Toys,2,14.99,West
ORD-00080,2026/03/03,ST-019,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,East
ORD-00509,2026-03-18,ST-002,SKU-ST-003,Desk Organizer,Stationery,3,5.99,East
ORD-00760,2026-03-27,ST-003,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,South
ORD-02715,2026-06-06,ST-002,SKU-EL-003,Bluetooth Speaker,Electronics,4,24.99,North
ORD-02633,2026-06-03,ST-016,SKU-EL-001,Wireless Earbuds,Electronics,1,18.49,Central
ORD-04396,2026-08-03,ST-009,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,2,2.49,West
ORD-04512,2026-08-08,ST-007,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,2,1.99,South
ORD-00711,2026-03-25,ST-016,SKU-AP-004,Wool Socks 3-pack,Apparel,1,3.49,East
ORD-04115,2026-07-24,ST-018,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,1,8.99,North
ORD-02209,2026-05-18,ST-016,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,2,8.99,West
ORD-03235,2026-06-24,ST-018,SKU-HM-001,Ceramic Mug Set,Home,1,5.99,North
ORD-01318,2026-04-15,ST-018,SKU-BE-004,Hand Cream 100ml,Beauty,4,1.99,North
ORD-00102,2026-03-04,ST-023,SKU-EL-003,Bluetooth Speaker,Electronics,5,24.99,South
ORD-00748,2026-03-27,ST-018,SKU-EL-003,Bluetooth Speaker,Electronics,4,24.99,East
ORD-00153,2026-03-06,ST-013,SKU-ST-003,Desk Organizer,Stationery,5,5.99,Central
ORD-01094,2026-04-07,ST-014,SKU-TY-001,Wooden Puzzle Set,Toys,1,7.99,Central
ORD-03407,2026-06-30,ST-012,SKU-AP-004,Wool Socks 3-pack,Apparel,3,3.49,North
ORD-03018,2026-06-17,ST-010,SKU-ST-001,Notebook A5 Ruled,Stationery,2,1.29,South
ORD-01227,2026-04-12,ST-022,SKU-ST-002,Gel Pen Pack of 10,Stationery,2,1.49,Central
ORD-04996,2026-08-24,ST-006,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,East
ORD-03946,2026-07-18,ST-006,SKU-TY-002,Building Blocks 100pc,Toys,5,12.99,West
ORD-01617,2026-04-27,ST-001,SKU-HM-004,Non-stick Pan 24cm,Home,4,9.99,Central
ORD-00489,2026-03-17,ST-003,SKU-EL-004,Power Bank 10000mAh,Electronics,1,12.99,South
ORD-00970,2026-04-03,ST-010,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,South
ORD-04000,2026-07-20,ST-005,SKU-EL-001,Wireless Earbuds,Electronics,1,18.49,West
ORD-02654,2026-06-04,ST-003,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,5,1.99,West
ORD-05048,2026-08-26,ST-022,SKU-BE-002,Sunscreen SPF 50,Beauty,1,5.49,South
ORD-04468,2026-08-06,ST-011,SKU-HM-003,Cotton Bedsheet Set,Home,5,14.99,Central
ORD-02245,2026-05-19,ST-022,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,5,1.99,North
ORD-03843,2026-07-15,ST-019,SKU-HM-005,Storage Basket Set,Home,2,6.99,South
ORD-01438,2026-04-20,ST-010,SKU-GR-002,Green Tea Box 25pk,Grocery,2,2.49,South
ORD-00358,2026-03-12,ST-015,SKU-ST-004,Sticky Notes Set,Stationery,4,0.99,Central
ORD-00830,2026-03-29,ST-006,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,East
ORD-04431,2026-08-05,ST-024,SKU-BE-004,Hand Cream 100ml,Beauty,2,1.99,West
ORD-03061,2026-06-18,ST-013,SKU-BE-005,Lip Balm Pack of 3,Beauty,3,1.49,East
ORD-03073,2026-06-18,ST-003,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,5,2.49,West
ORD-03596,2026-07-07,ST-022,SKU-BE-002,Sunscreen SPF 50,Beauty,5,5.49,North
ORD-01871,2026-05-05,ST-010,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,North
ORD-04902,2026-08-21,ST-021,SKU-EL-005,Smartwatch Band,Electronics,2,7.99,West
ORD-04284,2026-07-30,ST-001,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,3,8.99,Central
ORD-04255,2026-07-29,ST-012,SKU-GR-001,Organic Almonds 500g,Grocery,5,6.49,South
ORD-04321,2026-08-01,ST-010,SKU-EL-001,Wireless Earbuds,Electronics,5,18.49,East
ORD-00219,2026-03-08,ST-004,SKU-EL-002,USB-C Charger 30W,Electronics,1,8.99,Central
ORD-01634,2026-04-27,ST-002,SKU-ST-001,Notebook A5 Ruled,Stationery,5,1.29,North
ORD-00029,2026-03-01,ST-018,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,1,1.99,Central
ORD-00643,2026-03-23,ST-008,SKU-ST-003,Desk Organizer,Stationery,2,5.99,South
ORD-04853,2026-08-19,ST-024,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,West
ORD-04312,2026-07-31,ST-017,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,Central
ORD-02432,2026-05-26,ST-009,SKU-TY-002,Building Blocks 100pc,Toys,4,12.99,West
ORD-03519,2026-07-04,ST-018,SKU-AP-001,Cotton T-Shirt,Apparel,1,4.99,Central
ORD-00673,2026-03-24,ST-019,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,4,8.99,North
ORD-04728,2026-08-15,ST-007,SKU-GR-001,Organic Almonds 500g,Grocery,2,6.49,North
ORD-01542,2026-04-24,ST-016,SKU-EL-004,Power Bank 10000mAh,Electronics,2,12.99,North
ORD-00762,2026-03-27,ST-012,SKU-TY-002,Building Blocks 100pc,Toys,4,12.99,Central
ORD-02489,2026-05-28,ST-024,SKU-TY-005,Remote Control Car,Toys,3,16.99,South
ORD-01584,2026-04-26,ST-004,SKU-TY-004,Board Game Family Pack,Toys,2,14.99,East
ORD-01529,2026-04-23,ST-008,SKU-BE-003,Shampoo 400ml,Beauty,2,3.49,North
ORD-01827,2026-05-04,ST-013,SKU-HM-004,Non-stick Pan 24cm,Home,2,9.99,West
ORD-03574,2026-07-06,ST-023,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,North
ORD-03146,2026-06-21,ST-022,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,2,1.99,East
ORD-01287,2026-04-14,ST-023,SKU-GR-001,Organic Almonds 500g,Grocery,2,6.49,South
ORD-02050,2026-05-12,ST-008,SKU-HM-001,Ceramic Mug Set,Home,5,5.99,Central
